id,metadata,is_deleted,created_at,updated_at,deleted_at,created_by,job,title,task_type,status,is_completed,hints,additional_notes
6c026ac8-4048-4b26-aebf-bf72ca3c052c,,0,2023-07-12 20:52:35,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Get EIDL Loan Statements,,not_started,0,,"<p>You can find this on email subject to Albert:&nbsp;<span style=""color: rgb(66, 66, 66); font-family: &quot;Segoe UI&quot;, &quot;Segoe UI Web (West European)&quot;, &quot;Segoe UI&quot;, -apple-system, BlinkMacSystemFont, Roboto, &quot;Helvetica Neue&quot;, sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 600; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Fw: Loan Statements Mark's Chevy Tahoe and SBA<span>&nbsp;</span></span><br></p>"
1699b55f-9376-4505-8489-34ebb75c80f8,,0,2023-07-12 18:37:15,2023-07-13 19:35:21,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,9875337a-6f2f-4505-bfad-6405e1eacb23,View only access to BOFA Mastercard,,not_started,0,,<p>BOFA: theidagency<br>Beachwood2023@<br>clientaccounts@beachwoodfinancial.com     <br></p>
5b8cfef9-7a29-46ce-aa2d-56205a948fc6,,0,2023-07-12 18:36:56,2023-07-13 19:35:21,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,9875337a-6f2f-4505-bfad-6405e1eacb23,View only access to BOFA 3849,,not_started,0,,<p>BOFA: theidagency<br>Beachwood2023@<br>clientaccounts@beachwoodfinancial.com     <br></p>
23e02b27-7386-4063-8e21-4732f353fe5d,,0,2023-07-12 18:36:19,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,View only access to BOFA 3690,,not_started,0,,<p>BOFA: theidagency<br>Beachwood2023<br>clientaccounts@beachwoodfinancial.com     <br></p>
fa82d204-d145-4d22-88c8-4f3dd08783a9,,0,2023-07-12 18:25:27,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Onboard to payportal,,not_started,0,,<p><br></p><p><br></p>
30830abf-f863-48bd-8847-ddf4accf7cbe,,0,2023-07-12 18:25:16,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Onboard to the support email system,,not_started,0,,
af63ad42-6c8e-4201-b5af-9f1646684c2f,,0,2023-07-12 18:25:05,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Get View only access with statements for Paypal,,not_started,0,,<p>paypal user: theidagency<br>password: Beachwood2023<br></p>
69edfe5c-b0d6-4563-bbfe-27a1e8896384,,0,2023-07-12 18:24:53,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Get View only access to AMEX,,not_started,0,,<p>AMEX: albert@beachwoodfinancial.com</p>
902fe2c9-d26a-41f4-933c-28eff85b8138,,0,2023-07-12 18:24:16,2023-07-13 19:35:21,,56fdd832-768f-4fef-ac78-7ffb6a756473,9875337a-6f2f-4505-bfad-6405e1eacb23,Get reporting access to his payroll,,not_started,0,,<p>he uses&nbsp;coastal:</p><p>He will sign us up through: albert@beachwoodfinancial.com</p>
fe3cdb15-646a-4499-a067-1d30783059a0,,0,2023-06-29 20:10:35,2023-07-12 18:27:24,,56fdd832-768f-4fef-ac78-7ffb6a756473,a38ddbb6-70dd-40b0-9b96-d7238027d296,Get reporting access to his payroll,,not_started,0,,"<p>It looks like she uses paychex.&nbsp; I already have this set up for my business.&nbsp; We can request access from her if she can provide us her company ID.&nbsp; Otherwise if she can add us directly, our username is:</p><p><br></p><p>beachwood5747</p><p><br></p><p>If she uses another system then nevermind the paychex instructions</p>"
606b1c7c-98fa-418f-995f-53dda296c85e,,0,2023-06-29 20:07:36,2023-06-29 20:07:36,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,a38ddbb6-70dd-40b0-9b96-d7238027d296,Get View only access to first republic Bank,,not_started,0,,"<p>Use client accounts as email, ask her to include her company name as part of the username to make it easier to identify</p>"
b7e97868-acbb-4046-8afc-ece3acbc39af,,0,2023-06-29 20:06:20,2023-06-29 20:06:20,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,a38ddbb6-70dd-40b0-9b96-d7238027d296,Get View only access with statements for Paypal,,not_started,0,,<p>Have her create a username using client accounts as the email.&nbsp; Ask her to include some part of her business name in the username to make it easier to identify</p>
510e6806-5bc6-4be6-8e43-ab9d0f45f944,,0,2023-06-29 20:05:26,2023-06-29 20:05:26,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,a38ddbb6-70dd-40b0-9b96-d7238027d296,Onboard to the support email system,,not_started,0,,
8babfd47-92d3-46c4-8ad1-b96e15837093,,0,2023-06-29 20:05:15,2023-06-29 20:05:15,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,a38ddbb6-70dd-40b0-9b96-d7238027d296,Onboard to payportal,,not_started,0,,
13dd5dc4-c0aa-4e1c-95da-4490641d967e,,0,2023-06-23 22:45:27,2023-06-23 22:45:27,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,232c76a5-0b92-4d92-af73-e4e54205a4a9,Establish and update MJ Farms - Starting 01/01/2023,,not_started,0,,
8b5db06b-929d-4cfd-8c26-80df272a2aa6,,0,2023-06-23 22:45:12,2023-06-23 22:45:12,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,232c76a5-0b92-4d92-af73-e4e54205a4a9,Restore and update JFEN Investements LLC,,not_started,0,,
e22abab2-82ab-41f8-9268-a0ed78f80592,,0,2023-06-23 22:44:46,2023-06-23 22:44:46,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,232c76a5-0b92-4d92-af73-e4e54205a4a9,Establish Jfen Investments Inc,,not_started,0,,<p><br></p>
d96b0da3-95ee-47eb-8bf8-028dd8c2967e,,0,2023-06-15 18:00:16,2023-06-15 18:00:16,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,Access to his sales reports,,not_started,0,,"<p>Whatever he's using to invoice/make receipts for his customers, have us get access to that reporting.</p>"
b8fe56ab-9c24-4240-8c46-09d64ee78469,,0,2023-06-15 17:56:09,2023-06-15 17:56:09,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,"Ask for all 2023 statements for EIDL & SBA Loans, if any",,not_started,0,,
f352e259-bc1d-47e9-a4c1-87d79a5ea680,,0,2023-06-15 17:55:22,2023-06-21 19:07:10,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,Year end 2022 SBA Loan Statements,,completed,1,,<p><br></p>
15d2eec9-a915-41f1-bf0d-61238271575d,,0,2023-06-15 17:55:02,2023-06-15 17:55:02,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,2022 Year end Statements for EIDL Loan,,not_started,0,,<p>this will show interest and principal amounts</p>
63309f89-10b6-44dd-9a0d-294e66b6eb12,,0,2023-06-15 17:52:51,2023-06-15 17:52:51,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,"Confirm he uses Quickbooks Payroll, if different, get payroll access",,not_started,0,,
ea79f312-4afd-4fef-9586-44549d8664bc,,0,2023-06-15 17:51:47,2023-06-15 17:51:47,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,View Only Access to his Chase Credit Card accounts,,not_started,0,,
a949d5c3-ed55-45cb-9e51-7c5b77dcfd2f,,0,2023-06-14 23:51:03,2023-06-14 23:51:03,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,View Only access to savings account 6300,,not_started,0,,
349b6b45-d051-4690-9ba4-1dd8955e9f39,,0,2023-06-14 23:50:46,2023-06-14 23:50:46,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6fd55d3-4246-4b04-99b8-da4c421bcf8c,View Only access to bank account 5030,,not_started,0,,
0e9b3a25-9d55-42aa-8a32-4add6433987a,,0,2023-06-13 21:22:35,2023-06-13 21:22:35,,c6a5a589-001d-4593-8a6a-629d02c7e49b,50361309-833b-452e-ac94-ec4592fe44bc,test,,not_started,0,,<p>test</p>
b53b276a-679b-48d4-ab4a-4c7df956034a,,0,2023-06-10 01:03:22,2023-06-13 18:10:02,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,50361309-833b-452e-ac94-ec4592fe44bc,TEst 2,,completed,1,,<p>etst</p>
8f01a13e-799c-4baa-8248-b3cd7734f64a,,0,2023-06-10 01:03:14,2023-06-10 01:10:40,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,50361309-833b-452e-ac94-ec4592fe44bc,Test1,,not_started,0,,
34aa4f03-b5c6-4812-a20a-ce6c07289980,,0,2023-05-25 18:34:23,2023-05-25 18:34:23,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,102f69e8-56cc-4752-bfe6-10775654a435,Recategorize uncategorized transactions,,in_progress,0,,<p>Ongoing recording of 2022 transactions. The list of uncategorized will be sent to the client once we are done with recording of 2022 transactions.</p>
0b8195af-946a-4560-ad11-5619f4353627,,0,2023-05-25 18:33:15,2023-05-25 18:33:15,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,102f69e8-56cc-4752-bfe6-10775654a435,Record payroll,,completed,1,,
05b86ea3-45dc-4c3a-a675-1ea273ff4f63,,0,2023-05-25 18:32:14,2023-05-25 18:32:14,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,102f69e8-56cc-4752-bfe6-10775654a435,Establish 2022 beginning balances,,in_progress,0,,<p>We received the tax return from the client but there's no balance sheet items there. Need to talk with the CPA.</p>
2695adac-2394-4cab-ab71-66df0846b777,,0,2023-05-25 18:31:27,2023-05-25 18:31:27,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,102f69e8-56cc-4752-bfe6-10775654a435,Reconcile the accounts,,not_started,0,,<p><br></p>
1d90c9ca-de67-40b6-9073-71648f04d29a,,0,2023-05-25 18:30:25,2023-05-25 18:31:10,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,102f69e8-56cc-4752-bfe6-10775654a435,Record 2022 Transactions,,in_progress,0,,"<p>Waiting for business transactions under credit cards, uncategorized transactions to be sent once we have the complete 2022 transactions.</p>"
6a44704e-9b14-47fc-8355-1451f46e85a7,,0,2023-05-01 15:55:02,2023-05-01 15:55:02,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Reconcile the accounts,,not_started,0,,<p><br></p>
b00b6127-c199-4944-b117-919a9ac0a515,,0,2023-05-01 15:54:12,2023-05-01 15:54:37,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Enter 2023 Budget to Quickbooks,,in_progress,0,,<p>Lindsay to confirm the compiled master budget</p>
97b5b869-0a7e-4282-867e-3b7f2b66cb41,,0,2023-05-01 15:53:53,2023-05-01 15:53:53,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Record 2023 transactions,,not_started,0,,
012eeee2-ce0d-4990-8e46-d2169f468e44,,0,2023-05-01 15:53:41,2023-05-01 15:53:41,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Establish 2022 ending balances,,not_started,0,,"<p>&nbsp;pending 2022 tax return, 2022 not yet done<br></p>"
04f5f26a-2a24-48da-86e0-24528b75fde7,,0,2023-05-01 15:53:06,2023-05-01 15:53:06,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Establish Chart of Account items,,in_progress,0,,<p>pending confirmation from Lindsay</p>
b2ca7096-4fdd-4432-8b83-cd10ee492bea,,0,2023-05-01 15:52:48,2023-05-01 15:52:48,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,df029d98-ae5b-4417-a4ac-b7440a21ca4b,Establish Classes for Budget,,completed,1,,
c579dde8-27eb-4c09-a11d-ee1f0b146734,,0,2023-05-01 10:14:49,2023-05-01 10:14:49,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,db5714e5-1748-4756-81ed-7ca50df647ef,Albert to teach Anna about the better bookkeeping process,,not_started,0,,
0fda1375-55cf-40a4-8151-eaefe569b3c0,,0,2023-05-01 10:13:27,2023-05-05 15:18:43,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,db5714e5-1748-4756-81ed-7ca50df647ef,Tie out the Sales Amount,,completed,1,,
a1a964fe-96e1-43b9-acec-bc5407fd301b,,0,2023-05-01 10:13:20,2023-05-05 15:18:49,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,db5714e5-1748-4756-81ed-7ca50df647ef,Reconcile the Accounts,,completed,1,,
cf0fa4b8-0dc2-4002-9985-8c300f7740f8,,0,2023-05-01 10:13:12,2023-05-01 10:13:12,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,db5714e5-1748-4756-81ed-7ca50df647ef,Record April 2023 Transactions,,completed,1,,<p><br></p>
5244720a-bb05-461e-8fa9-34c3fa05bbdd,,0,2023-05-01 09:46:09,2023-05-01 09:46:09,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,021f3e56-6b67-4cf7-82ae-ed07fb42abe7,Record Citi Expenses,,not_started,0,,<p>pending Citi access/bank feeds</p>
b078534f-9e08-4008-bc17-61cecf9eae9a,,0,2023-05-01 09:45:45,2023-05-01 09:45:45,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,021f3e56-6b67-4cf7-82ae-ed07fb42abe7,Review 2022 transactions/payroll,,not_started,0,,<p>pending bofa and payroll access</p>
6efe5d3b-2e80-43e8-a8d4-4c9a6b50a69a,,0,2023-04-27 13:27:40,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,00d77a13-bbeb-40fa-a0f3-c866eceef3d5,5. Update according to client's feedback,,completed,1,,
6388c82f-39ac-418c-9a84-a9f3a3fdd51d,,0,2023-04-27 13:27:29,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,00d77a13-bbeb-40fa-a0f3-c866eceef3d5,4. Reconcile bank account,,completed,1,,
edd254d4-e471-4084-b4be-0b03a244fef3,,0,2023-04-27 13:27:12,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,00d77a13-bbeb-40fa-a0f3-c866eceef3d5,3. Send requests to client,,completed,1,,"<p>Please upload MONTH 2023 statement for Checking 9648.</p><p>Square Sales Summary – Monthly – from INSERT DATES, 2023</p><p>Square Payment Method Summary – Monthly – from INSERT DATES, 2023</p><p>Were there any business expenses paid outside of the business account from MONTH 2023 as to date?</p><p>Attached below is a file listing <em>Amazon, Home Depot and U-Haul </em>Expenses. Please identify the nature of the expenses.</p>"
c22785ad-bc92-4e75-bb22-408c5db144b8,,0,2023-04-27 13:26:17,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,00d77a13-bbeb-40fa-a0f3-c866eceef3d5,2. Review and reclassify,,completed,1,,
96fea8d8-bcbc-472d-929e-930496539ac8,,0,2023-04-27 13:26:08,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,00d77a13-bbeb-40fa-a0f3-c866eceef3d5,1. Post all transactions for the month,,completed,1,,
d5e9adc7-98d8-45bc-be82-d55432ad8bf8,,0,2023-04-27 13:20:46,2023-07-19 05:42:36,,09aa9c10-183c-4737-8b61-87808f549161,f546fbd7-70a8-4758-a4ea-1ffdd577d555,Post bank transactions,,not_started,0,,
1750202b-789e-477c-967c-44838206c34b,,0,2023-04-27 12:41:19,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,f9735780-52d4-46ed-8c9c-8b18d628c9a0,4. Reconcile bank account,,completed,1,,
e718da48-0739-479e-8943-5a5b63acb978,,0,2023-04-27 12:38:47,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,f9735780-52d4-46ed-8c9c-8b18d628c9a0,5. Update according to client's feedback,,completed,1,,
955a7997-35a2-423e-ace8-76452616d63d,,0,2023-04-27 12:38:29,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,f9735780-52d4-46ed-8c9c-8b18d628c9a0,2. Review and reclassify,,completed,1,,
da46f400-a6bd-479e-b507-ffd056212042,,0,2023-04-27 12:38:07,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,f9735780-52d4-46ed-8c9c-8b18d628c9a0,3. Request bank statement and feedback on uncategorized transactions,,completed,1,,
d88a1d25-3c31-4441-b42c-0b6178b65548,,0,2023-04-27 12:36:50,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,f9735780-52d4-46ed-8c9c-8b18d628c9a0,1. Post all transactions for the month,,completed,1,,
fa9a3b15-efa4-4187-aee7-d790b96610e5,,0,2023-04-27 12:21:10,2023-05-16 14:01:49,,09aa9c10-183c-4737-8b61-87808f549161,005d39ad-35fc-49cb-b1cc-2ed5a08a3cd8,Post bank transactions,,not_started,0,,"<ol><li style=""margin-left: 20px;"">US Bank Checking 6026<br></li><br></ol>"
eb4cf8ea-81bb-443a-91ce-c54774a92711,,0,2023-04-27 12:06:48,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,005b997b-1cfb-4c1a-8951-60b9448d5260,Update according to client's feedback,,completed,1,,
fd41d9f0-37d6-48d2-a534-5976fd10ccf7,,0,2023-04-27 12:06:08,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,005b997b-1cfb-4c1a-8951-60b9448d5260,Review and reclassify,,completed,1,,<p>Review monthly Balance Sheet and Income Statement. Reclassify transactions as needed.</p>
9bd40118-91bf-45cc-a829-7ada6214f459,,0,2023-04-27 12:04:23,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,005b997b-1cfb-4c1a-8951-60b9448d5260,Send requests to client,,completed,1,,<p>Export list of uncategorized transactions.</p>
1f570269-e5e6-4cee-80be-0252b3cb951a,,0,2023-04-27 12:03:00,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,005b997b-1cfb-4c1a-8951-60b9448d5260,Reconcile bank account,,completed,1,,<p>Wells Fargo Checking 3761 - available in QBO Reconcile</p>
891abfe1-3654-4cd5-8317-1ed51cbae9b4,,0,2023-04-27 11:55:56,2023-05-16 14:51:09,,09aa9c10-183c-4737-8b61-87808f549161,005b997b-1cfb-4c1a-8951-60b9448d5260,Post all transactions for the month,,completed,1,,
3e7beca9-da96-4938-aec3-690cb54c2d69,,0,2023-04-26 14:09:29,2023-04-26 14:34:51,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,021f3e56-6b67-4cf7-82ae-ed07fb42abe7,Establish/confirm opening balances,,in_progress,0,,<p>The 2021 balances from excel is different than the 2021 balances from 2021 tax return</p>
98cf5b94-f835-4d54-8087-76b908fd3dd8,,0,2023-04-26 13:16:16,2023-05-01 09:42:37,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Reconcile bank transactions for 2023,,in_progress,0,,<p>pending statements</p>
027ced22-1566-425d-a6d6-c2f7e854f0f2,,0,2023-04-26 13:15:49,2023-04-26 13:15:49,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Onboard Laurent to take over bookkeeping,,not_started,0,,
8de03b60-73e7-49df-b5ac-c66f458c4189,,0,2023-04-26 13:15:35,2023-05-01 09:42:19,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Update 2023 transactions until end of April,,in_progress,0,,<p>I have already sent the transactions to the client asking for his assistance on the classes and subaccounts to be used</p>
a9059f91-39c9-48e5-a980-dc88c5dde610,,0,2023-04-26 13:15:15,2023-04-26 13:15:15,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Establish 2022 ending balances,,not_started,0,,<p>pending 2022 balances from the client. taxes not yet done</p>
7a695509-5cad-4af0-a695-5ed4e945b5a9,,0,2023-04-26 13:14:21,2023-04-26 13:14:21,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Establish Classes,,completed,1,,
4250fa93-81a9-432a-88c4-0bc04d8347cf,,0,2023-04-26 13:14:02,2023-04-26 13:14:12,,6eb1dc89-d268-47c8-b173-ee9a07925a6e,9bbd106c-1926-4354-bd43-3a44af8d4667,Establish COA,,completed,1,,<p><br></p>
5b8cbf78-2fde-439c-80ab-e5726cfaac58,,0,2023-04-25 00:09:09,2023-04-25 00:09:09,,ce0676ba-4e86-4680-a32e-c477adcb7ffa,f6ac0c63-802a-4b50-bf39-f0adf5e98059,David To send us vendor payments info,,not_started,0,,
